Prodno,Product,Year,Month,Sales,Number_of_items
  E10250 ,BrucetheBullCoolerlarge,2016,October,1735,1
  E10300 ,RogertheRoostersmall,2016,October,570,1
  E10410 ,PriscillathePigmedium,2016,October,895,1
  E10600 ,TheBlindMouse,2016,October,13000,25
  E10720 ,BootheScarecrowsmall,2016,October,0,0
  E10730 ,BootheScarecrowlarge,2016,October,0,0
  E11600 ,BillytheBabyBird,2016,October,1380,4
  E11620 ,BaztheFatherBird,2016,October,0,0
  E11710 ,ElietheElephant,2016,October,1310,1
  E11720 ,BubtheBabyElephant,2016,October,820,1
  E12100 ,PetethePelican,2016,October,1730,2
  E12200 ,BozotheClownFish,2016,October,545,1
  E12400 ,ArieltheAngelFishsmall,2016,October,518,1
  E12420 ,ArieltheAngelFishlarge,2016,October,595,1
  E13110 ,KittytheKat,2016,October,370,1
  E13120 ,DannytheDog,2016,October,370,1
  E13130 ,PetethePig,2016,October,370,1
  E21520 ,DragonflyWallPanel,2016,October,430,1
  E40310R ,KoolKombiRed,2016,October,3350,1
  E40315 ,Pick-UpTruckRed,2016,October,6700,2
  E40340 ,PetethePelicanBeverageTub,2016,October,1290,1
  E40351 ,ByronLighthouseWineCooler,2016,October,0,0
  E40352 ,BowlMeOverWineChiller,2016,October,0,0
  E40355 ,FlipFlopWineHolder,2016,October,900,3
  E40358 ,BuildMeUpWineRack,2016,October,0,0
  E40380 ,TheDoolittleBiplaneDrinksTub,2016,October,0,0
  E40400 ,ButterflyFramedWallPanel,2016,October,1730,2
  E40420 ,HotAirBallonsmall,2016,October,820,1
  E40495 ,RockAroundtheClock,2016,October,0,0
  E70100 ,StNickmedium,2016,October,0,0
  E70130 ,ChristmasinaBox-Stars,2016,October,0,1
  E70133 ,ChristmasinaBox-Santa,2016,October,0,1
  E70134 ,ChristmasinaBox-Bells,2016,October,0,1
  E70140 ,BlitztheReindeer,2016,October,1590,1
  E70145 ,RudytheReindeer,2016,October,1590,1
  E70150 ,TheSled,2016,October,0,0
  E70165 ,ChristmasPineTree,2016,October,0,0
  E70170 ,FrostytheSnowman,2016,October,3180,2
  MFITK-L-NAV ,"FitKicksMens,Navy,Large",2016,October,0,1
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2016,October,0,1
  DIS-FITKAS48 ,DisplayFitKicks64,2017,October,0,-1
  E10250 ,BrucetheBullCoolerlarge,2017,October,4927,2
  E10320 ,RogertheRoosterlarge,2017,October,950,1
  E10600 ,TheBlindMouse,2017,October,58760,128
  E10710 ,SidtheSheepsmall,2017,October,1130,1
  E10800 ,MaisytheDaisysmall,2017,October,765,3
  E10820 ,MaisytheDaisylarge,2017,October,2392,8
  E11220 ,SurfDog,2017,October,1300,2
  E11250 ,DashTrioDogssetof3,2017,October,2598,2
  E11300 ,RalphDogsmall,2017,October,1030,1
  E11400 ,Whiskerssmall,2017,October,995,1
  E11500 ,Tabitha,2017,October,4575,5
  E11600 ,BillytheBabyBird,2017,October,1725,5
  E11710 ,ElietheElephant,2017,October,1310,1
  E11720 ,BubtheBabyElephant,2017,October,820,1
  E11800 ,CheekyMonkeyFat/1,2017,October,495,1
  E12100 ,PetethePelican,2017,October,1790,2
  E12200 ,BozotheClownFish,2017,October,545,1
  E13110 ,KittytheKat,2017,October,2220,6
  E13120 ,DannytheDog,2017,October,1850,5
  E13140 ,RingotheRabbit,2017,October,2590,7
  E16170 ,ButterflyPeaceSign,2017,October,1660,2
  E17000 ,OwlTrioSetof3,2017,October,9990,9
  E40210 ,LowLounger,2017,October,1679,1
  E40310O ,KoolKombiOrange,2017,October,10050,3
  E40312 ,KombiPlanter,2017,October,1295,1
  E40340 ,PetethePelicanBeverageTub,2017,October,1290,1
  E40341 ,TerrencetheTurtle,2017,October,1590,1
  E40345 ,WinstonBullDogCooler,2017,October,2995,1
  E40348 ,ConradtheCrabCooler,2017,October,3190,2
  E40352 ,BowlMeOverWineChiller,2017,October,3900,6
  E40355 ,FlipFlopWineHolder,2017,October,1035,3
  E40358 ,BuildMeUpWineRack,2017,October,1035,3
  E40361R ,ItaliaJobMiniSantaRed,2017,October,3350,1
  E40381 ,AlbatrosVintageSeaPlaneBeverageTub,2017,October,1495,1
  E40392 ,UptheCreekCanoe,2017,October,299,1
  E40400 ,ButterflyFramedWallPanel,2017,October,1790,2
  E40410 ,DragonflyFramedWallPanel,2017,October,895,1
  E40420 ,HotAirBallonsmall,2017,October,0,0
  E40430 ,HotAirBallonlarge,2017,October,2160,2
  E40489 ,CamillatheCaterpillarPlanter,2017,October,1830,3
  E40495 ,RockAroundtheClock,2017,October,-776,-1
  E40500 ,PiggyBank,2017,October,2580,6
  E40502 ,ElieBank,2017,October,1720,4
  E50120 ,JackO&#x27;LanternMedium,2017,October,1995,3
  E50130 ,JackO&#x27;LanternSmall,2017,October,0,0
  E50140 ,BennytheBat,2017,October,2070,6
  E70100 ,StNickmedium,2017,October,6570,3
  E70110 ,MiniSanta,2017,October,9009,21
  E70133 ,ChristmasinaBox-Santa,2017,October,0,2
  E70134 ,ChristmasinaBox-Bells,2017,October,0,1
  E70140 ,BlitztheReindeer,2017,October,3180,2
  E70145 ,RudytheReindeer,2017,October,3180,2
  E70150 ,TheSled,2017,October,3351,3
  E70165 ,ChristmasPineTree,2017,October,3980,4
  E70170 ,FrostytheSnowman,2017,October,9900,6
  E70172 ,MiniSnowman,2017,October,7722,18
  FITH-BLK ,"FITGRIPHeadband,Black",2017,October,29,1
  FITH-TRQ ,"FITGRIPHeadband,Turquoise",2017,October,29,1
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2017,October,166,1
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2017,October,166,1
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2017,October,498,3
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2017,October,-332,-2
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2017,October,-166,-1
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2017,October,-166,-1
  FITK-M-GRY ,"FitKicksActiveFootwear,Gray,Medium",2017,October,830,5
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2017,October,-332,-2
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2017,October,166,1
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2017,October,0,0
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2017,October,-166,-1
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2017,October,996,6
  FITK-XL-FUS ,"FitKicksActiveFootwear,Pink,X-Large",2017,October,0,0
  FITK-XL-GRY ,"FitKicksActiveFootwear,Gray,X-Large",2017,October,332,2
  FITK-XL-TRQ ,"FitKicksActiveFootwear,Turquoise,X-Large",2017,October,-332,-2
  FIT-LTEORG ,"FITZIPLightUpWaistPack,Orange",2017,October,498,6
  FIT-LTEYW ,"FITZIPLightUpWaistPack,Yellow",2017,October,415,8
  FITW-BLK ,"FITWRISTWallet,Black",2017,October,25,1
  FITW-TRQ ,"FITWRISTWallet,Turquoise",2017,October,25,1
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2017,October,54,1
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2017,October,0,0
  FKID-L-GRY ,"FitKidsShoes,Gray,Large",2017,October,124,1
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2017,October,496,4
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2017,October,-248,-2
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2017,October,124,1
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2017,October,248,2
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2017,October,-248,-2
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2017,October,124,1
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2017,October,124,1
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2017,October,-124,-1
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2017,October,-248,-2
  FKID-XL-GRY ,"FitKidsShoes,Gray,X-Large",2017,October,248,2
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2017,October,124,1
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2017,October,-124,-1
  Ice ,FakeDécor,2017,October,142.5,6
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2017,October,498,3
  MFITK-L-NAV ,"FitKicksMens,Navy,Large",2017,October,166,1
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2017,October,664,4
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2017,October,166,1
  MFITK-XL-BLK ,"FitKicksMens,Black,X-Large",2017,October,830,5
  MFITK-XL-NAV ,"FitKicksMens,Navy,X-Large",2017,October,166,1
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2017,October,-166,-1
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2017,October,277.2,2
  SPFIT-L-PRM ,"FitkicksSpecialEdition,Primal,Large",2017,October,166,1
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2017,October,0,0
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2017,October,-220.8,-1
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2017,October,-332,-2
  SPFIT-S-GRP ,"FitkicksSpecialEdition,Graphite,Small",2017,October,0,0
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2017,October,-166,-1
  SPFIT-S-PRM ,"FitkicksSpecialEdition,Primal,Small",2017,October,-166,-1
  SPFIT-XL-CLD ,"FitkicksSpecialEdition,CloudBurst,X-large",2017,October,332,2
  SPFIT-XL-GRP ,"FitkicksSpecialEdition,Graphite,X-Large",2017,October,498,3
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2017,October,443.2,3
  SPFIT-XL-PRM ,"FitkicksSpecialEdition,Primal,X-Large",2017,October,0,0
  SPFITZ-GRP ,"FITZIPWaistPack,Graphite",2017,October,324,6
  SPFITZ-LUS ,"FITZIPWaistPack,LushLife",2017,October,-108,-2
991124,Reservdel/SparePartKoolKombiWheelsandwheelbase,2018,October,0,1
  DIS-FITKAS48 ,DisplayFitKicks64,2018,October,0,1
  DIS-MFITK-AS24 ,DisplayMen&#x27;sFitKicks,2018,October,0,1
  E10240 ,BrucetheBullCoolermedium,2018,October,1545,2
  E10310 ,RogertheRoostermedium,2018,October,715,1
  E10330 ,ThePixieChicksSetof3,2018,October,1935,3
  E10600 ,TheBlindMouse,2018,October,26520,60
  E11220 ,SurfDog,2018,October,1950,3
  E11250 ,DashTrioDogssetof3,2018,October,1299,1
  E11400 ,Whiskerssmall,2018,October,1144,1
  E11500 ,Tabitha,2018,October,915,1
  E11600 ,BillytheBabyBird,2018,October,690,2
  E11610 ,BarbtheMotherBird,2018,October,2139,2
  E11620 ,BaztheFatherBird,2018,October,1195,1
  E11720 ,BubtheBabyElephant,2018,October,820,2
  E11800 ,CheekyMonkeyFat/1,2018,October,495,1
  E11801 ,CheekyMonkeyThin/2,2018,October,495,1
  E12100 ,PetethePelican,2018,October,895,1
  E13110 ,KittytheKat,2018,October,370,1
  E13140 ,RingotheRabbit,2018,October,0,0
  E17000 ,OwlTrioSetof3,2018,October,2220,2
  E40115 ,TwistStool,2018,October,1750,2
  E40310LB ,KoolKombi-LightBlue,2018,October,3350,1
  E40340 ,PetethePelicanBeverageTub,2018,October,1290,1
  E40341 ,TerrencetheTurtle,2018,October,1590,2
  E40355 ,FlipFlopWineHolder,2018,October,345,1
  E40411 ,ButterflyStakeSetsmall-Setof10,2018,October,249,1
  E40412 ,ButterflyStakeSetlarge-Setof10,2018,October,354,1
  E40413 ,DragonflyStakeSetsmall-Setof10,2018,October,747,3
  E40416 ,DragonflyStakeSetlarge-Setof10,2018,October,1062,3
  E40420 ,HotAirBallonsmall,2018,October,820,1
  E40430 ,HotAirBallonlarge,2018,October,1080,1
  E40460 ,TheBirdPalace,2018,October,1500,5
  E40461 ,BirdHideaway,2018,October,870,2
  E40462 ,BirdHoliday,2018,October,1125,3
  E40489 ,CamillatheCaterpillarPlanter,2018,October,610,1
  E40495 ,RockAroundtheClock,2018,October,0,1
  E50110 ,JackO&#x27;LanternLarge,2018,October,695,1
  E50120 ,JackO&#x27;LanternMedium,2018,October,665,1
  E50130 ,JackO&#x27;LanternSmall,2018,October,1470,3
  E50140 ,BennytheBat,2018,October,1035,3
  E70100 ,StNickmedium,2018,October,6570,3
  E70110 ,MiniSanta,2018,October,1522.95,5
  E70140 ,BlitztheReindeer,2018,October,4770,3
  E70145 ,RudytheReindeer,2018,October,4770,3
  E70150 ,TheSled,2018,October,4375.25,2
  E70160 ,ChristmasRibbonTree,2018,October,610,1
  E70165 ,ChristmasPineTree,2018,October,1990,2
  E70170 ,FrostytheSnowman,2018,October,1650,1
  E70172 ,MiniSnowman,2018,October,1522.95,5
  EC4000 ,CuckoosNestBirdHouse,2018,October,740,2
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2018,October,1268,8
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2018,October,616,4
  FITK-L-GRY ,"FitKicksActiveFootwear,Gray,Large",2018,October,154,1
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2018,October,320,2
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2018,October,1600,10
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2018,October,782,5
  FITK-M-GRY ,"FitKicksActiveFootwear,Gray,Medium",2018,October,308,2
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2018,October,486,3
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2018,October,462,3
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2018,October,308,2
  FITK-S-GRY ,"FitKicksActiveFootwear,Gray,Small",2018,October,154,1
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2018,October,320,2
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2018,October,628,4
  FITK-XL-FUS ,"FitKicksActiveFootwear,Pink,X-Large",2018,October,474,3
  FITK-XL-GRY ,"FitKicksActiveFootwear,Gray,X-Large",2018,October,154,1
  FITK-XL-TRQ ,"FitKicksActiveFootwear,Turquoise,X-Large",2018,October,320,2
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2018,October,699,6
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2018,October,460,4
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2018,October,363,3
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2018,October,699,6
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2018,October,460,4
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2018,October,239,2
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2018,October,575,5
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2018,October,460,4
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2018,October,115,1
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2018,October,823,7
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2018,October,460,4
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2018,October,363,3
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2018,October,1552,10
  MFITK-L-NAV ,"FitKicksMens,Navy,Large",2018,October,154,1
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2018,October,1552,10
  MFITK-M-NAV ,"FitKicksMens,Navy,Medium",2018,October,154,1
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2018,October,770,5
  MFITK-S-NAV ,"FitKicksMens,Navy,Small",2018,October,154,1
  MFITK-XL-BLK ,"FitKicksMens,Black,X-Large",2018,October,936,6
  MFITK-XL-NAV ,"FitKicksMens,Navy,X-Large",2018,October,154,1
  SPFIT-L-CPA ,"FitkicksSpecialEdition,CocoPalm,Large",2018,October,948,6
  SPFIT-L-DPR ,"FitkicksSpecialEdition,DeepRythm,Large",2018,October,948,6
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2018,October,154,1
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2018,October,1090,7
  SPFIT-L-PRM ,"FitkicksSpecialEdition,Primal,Large",2018,October,332,2
  SPFIT-M-CPA ,"FitkicksSpecialEdition,CocoPalm,Medium",2018,October,948,6
  SPFIT-M-DPR ,"FitkicksSpecialEdition,DeepRythm,Medium",2018,October,1114,7
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2018,October,640,4
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2018,October,1256,8
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2018,October,332,2
  SPFIT-S-CPA ,"FitkicksSpecialEdition,CocoPalm,Small",2018,October,640,4
  SPFIT-S-DPR ,"FitkicksSpecialEdition,DeepRythm,Small",2018,October,640,4
  SPFIT-S-GRP ,"FitkicksSpecialEdition,Graphite,Small",2018,October,320,2
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2018,October,794,5
  SPFIT-S-PRM ,"FitkicksSpecialEdition,Primal,Small",2018,October,166,1
  SPFIT-XL-CPA ,"FitkicksSpecialEdition,CocoPalm,X-Large",2018,October,640,4
  SPFIT-XL-DPR ,"FitkicksSpecialEdition,DeepRythm,X-Large",2018,October,640,4
  SPFIT-XL-GRP ,"FitkicksSpecialEdition,Graphite,X-Large",2018,October,154,1
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2018,October,628,4
  SPFIT-XL-PRM ,"FitkicksSpecialEdition,Primal,X-Large",2018,October,166,1
  SPFITZ-GRP ,"FITZIPWaistPack,Graphite",2018,October,162,3
  SPFITZ-LUS ,"FITZIPWaistPack,LushLife",2018,October,162,3
  CR1100 ,MadamBunnykin,2019,October,240,1
  CR1105 ,MissBunnykin,2019,October,240,1
  CR1110 ,SirBunnykin,2019,October,240,1
  CR1200 ,DownwardDog,2019,October,220,1
  CR1205 ,IAmAGoodDoggy,2019,October,220,1
  CR1320 ,CockadoodleDoo&#x27;sTrumpeter,2019,October,400,2
  CR1325 ,CockadoodleDoo&#x27;sSaxPlayer,2019,October,400,2
  CR1330 ,CockadoodleDoo&#x27;sViolinist,2019,October,200,1
  CR1335 ,CockadoodleDoo&#x27;sGuitarist,2019,October,400,2
  CR1350 ,CowRainReady,2019,October,800,2
  CR1351 ,CowScholar,2019,October,800,2
  CR1410 ,NewsworthyDeerSmall,2019,October,1500,10
  CR1411 ,NewsworthyDeerLarge,2019,October,2200,10
  CR7000 ,LittleFrosty,2019,October,660,12
  CR7001 ,HangingSanta,2019,October,552,8
  CR7002 ,FlyingHangingSanta,2019,October,918,6
  CR7003 ,StarryReindeerSmall,2019,October,948,6
  CR7005 ,HangingGoldenReindeer,2019,October,440,8
  CR7006 ,GoldenReindeer&Sled,2019,October,710,2
  CR7008 ,HangingReindeerStar,2019,October,672,12
  CR7009 ,FlyingHangingReindeer,2019,October,608,8
  CR7012 ,HangingReindeer2,2019,October,828,12
  CR7014 ,HangingAngel2,2019,October,472,8
  CR7015 ,HangingAngel3,2019,October,472,8
  CR7018 ,HangingHearts5stminimum4set,2019,October,856,8
  CR7019 ,HangingStars5st4perbox,2019,October,992,8
  CR7022 ,GabrielSmall,2019,October,636,4
  CR7023 ,GabrielLarge,2019,October,201,2
  CR7024 ,HangingFlyingPig1,2019,October,648,12
  CR7025 ,HangingFlyingPig2,2019,October,648,12
  CR7026 ,HangingFlyingPig3,2019,October,648,12
  CRN1002 ,LankyChristmasDeer,2019,October,1554,7
  CRN2002 ,LaybackMoosewithStarPackof2,2019,October,910,14
  CRN2008 ,OwltheWiseMedium,2019,October,240,2
  CRN2700 ,ChristmasTree,2019,October,1436,5
  CRn2702 ,SmallSanta,2019,October,229,2
  E10600 ,TheBlindMouse,2019,October,23646,59
  E10800 ,MaisytheDaisysmall,2019,October,280,1
  E11702 ,SamtheSuperSquirrel,2019,October,750,1
  E11801 ,CheekyMonkeyThin/2,2019,October,519,1
  E11905 ,ManfredtheMoose,2019,October,1750,1
  E12120 ,PepethePenguin,2019,October,1390,1
  E13110 ,KittytheKat,2019,October,1245,3
  E13120 ,DannytheDog,2019,October,830,2
  E13130 ,PetethePig,2019,October,0,0
  E16180 ,ButterflyHeart-Setof3,2019,October,2860,2
  E40348 ,ConradtheCrabCooler,2019,October,1595,1
  E40355 ,FlipFlopWineHolder,2019,October,380,1
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2019,October,154,1
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2019,October,332,2
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2019,October,3104,20
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2019,October,154,1
  FITZ-BLK ,"FITZIPWaistPack,Black",2019,October,882,18
  FITZ-FUS ,"FITZIPWaistPack,Pink",2019,October,882,18
  FITZ-GRY ,"FITZIPWaistPack,Gray",2019,October,882,18
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2019,October,882,18
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2019,October,2070,18
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2019,October,1380,12
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2019,October,1380,12
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2019,October,1380,12
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2019,October,2070,18
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2019,October,1380,12
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2019,October,2070,18
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2019,October,1265,11
  Ice ,FakeDécor,2019,October,480,4
  KOZI-M-TRQ ,"KozikicksSlipper,Turquoise,Medium",2019,October,0,1
  KOZI-S-PUR ,"KozikicksSlipper,Purple,Small",2019,October,0,1
  MEV1001 ,WallHangingFlowerTub,2019,October,2134,2
  MFIT-L-HFR ,"FitKicksMens,HighFrequency,Large",2019,October,2772,18
  MFIT-M-HFR ,"FitKicksMens,HighFrequency,Medium",2019,October,1848,12
  MFIT-S-HFR ,"FitKicksMens,HighFrequency,Small",2019,October,2772,18
  MFIT-XL-HFR ,"FitKicksMens,HighFrequency,X-Large",2019,October,2772,18
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2019,October,1848,12
  SPFIT-L-CPA ,"FitkicksSpecialEdition,CocoPalm,Large",2019,October,2772,18
  SPFIT-L-DPR ,"FitkicksSpecialEdition,DeepRythm,Large",2019,October,2772,18
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2019,October,2938,19
  SPFIT-M-CLD ,"FitkicksSpecialEdition,CloudBurst,Medium",2019,October,2464,16
  SPFIT-M-CPA ,"FitkicksSpecialEdition,CocoPalm,Medium",2019,October,2772,18
  SPFIT-M-DPR ,"FitkicksSpecialEdition,DeepRythm,Medium",2019,October,2772,18
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2019,October,3104,20
  SPFIT-S-CLD ,"FitkicksSpecialEdition,CloudBurst,Small",2019,October,2772,18
  SPFIT-S-CPA ,"FitkicksSpecialEdition,CocoPalm,Small",2019,October,2772,18
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2019,October,2772,18
  SPFIT-XL-CLD ,"FitkicksSpecialEdition,CloudBurst,X-large",2019,October,1694,11
  SPFIT-XL-DPR ,"FitkicksSpecialEdition,DeepRythm,X-Large",2019,October,2772,18
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2019,October,1848,12
20044,CocopotsSpringTimeSetof3x2,2020,October,0,1
20045,CocopotsSummerofLoveSetof3x2,2020,October,0,1
20046,CocopotsMiniHeavenSetof4x4,2020,October,0,1
21701,FallingLeavesLarge,2020,October,2160,2
916153,BuddytheBirdfeeder,2020,October,652,2
  CR1205 ,IAmAGoodDoggy,2020,October,440,2
  CR1340 ,IronFrogwithWateringCan,2020,October,270,1
  CR1350 ,CowRainReady,2020,October,400,1
  CR1351 ,CowScholar,2020,October,800,2
  CR1410 ,NewsworthyDeerSmall,2020,October,150,1
  CR1411 ,NewsworthyDeerLarge,2020,October,220,1
  CR1420 ,NewsworthyWhaleSmall,2020,October,0,1
  CR7001 ,HangingSanta,2020,October,276,4
  CR7006 ,GoldenReindeer&Sled,2020,October,273.35,1
  CR7008 ,HangingReindeerStar,2020,October,396.48,8
  CR7009 ,FlyingHangingReindeer,2020,October,304,4
  CR7012 ,HangingReindeer2,2020,October,552,8
  CR7014 ,HangingAngel2,2020,October,472,8
  CR7015 ,HangingAngel3,2020,October,236,4
  CR7018 ,HangingHearts5stminimum4set,2020,October,329.56,4
  CR7019 ,HangingStars5st4perbox,2020,October,381.92,4
  CR7022 ,GabrielSmall,2020,October,318,2
  CR7023 ,GabrielLarge,2020,October,150.15,1
  CR7024 ,HangingFlyingPig1,2020,October,166.32,4
  CRN2002 ,LaybackMoosewithStarPackof2,2020,October,295.1,5
  CRN2007 ,OwltheWiseSmall,2020,October,0,1
  CRN2009 ,OwlMoneyBank,2020,October,0,1
  CRN2013 ,RabbitwithHangingHeart,2020,October,0,1
  CRN2014 ,RabbitwithFlower,2020,October,0,1
  CRN2700 ,ChristmasTree,2020,October,276.43,1
  CRn2702 ,SmallSanta,2020,October,458,2
  E10200 ,BrucetheBullsmall,2020,October,0,1
  E10330 ,ThePixieChicksSetof3,2020,October,1617,7
  E10600 ,TheBlindMouse,2020,October,3378,7
  E10800 ,MaisytheDaisysmall,2020,October,0,1
  E10910 ,HenrytheHorsemedium,2020,October,0,1
  E11201 ,TravistheTrout,2020,October,0,0
  E11220 ,SurfDog,2020,October,0,1
  E11250 ,DashTrioDogssetof3,2020,October,6495,5
  E11630 ,FlorencetheFlamingoBeverageTub,2020,October,2635,1
  E11720 ,BubtheBabyElephant,2020,October,0,1
  E11800 ,CheekyMonkeyFat/1,2020,October,519,1
  E12100 ,PetethePelican,2020,October,0,1
  E12200 ,BozotheClownFish,2020,October,695,2
  E13130 ,PetethePig,2020,October,0,1
  E17000 ,OwlTrioSetof3,2020,October,2220,2
  E21520 ,DragonflyWallPanel,2020,October,860,2
  E21530 ,ButterflyWallPanel,2020,October,860,2
  E40301 ,ChilledPineapple,2020,October,1095,1
  E40340 ,PetethePelicanBeverageTub,2020,October,2840,2
  E40341 ,TerrencetheTurtle,2020,October,1650,1
  E40342 ,PollytheParrotBeverageTub,2020,October,1650,1
  E40347 ,ManfredtheMooseCooler,2020,October,1750,1
  E40349 ,FreddytheFrog,2020,October,2790,2
  E40352 ,BowlMeOverWineChiller,2020,October,0,1
  E40355 ,FlipFlopWineHolder,2020,October,760,3
  E40360 ,MiniCooperCoolerBlue,2020,October,3650,2
  E40363 ,CaddyCoolerPink,2020,October,3650,1
  E40413 ,DragonflyStakeSetsmall-Setof10,2020,October,0,1
  E40416 ,DragonflyStakeSetlarge-Setof10,2020,October,650,1
  E40462 ,BirdHoliday,2020,October,0,0
  E40485 ,BondiBalconyPlanterSet,2020,October,0,1
  E40500 ,PiggyBank,2020,October,0,1
  E70100 ,StNickmedium,2020,October,1844.15,1
  E70110 ,MiniSanta,2020,October,330.33,1
  E70140 ,BlitztheReindeer,2020,October,1347.5,1
  E70145 ,RudytheReindeer,2020,October,1347.5,1
  E70150 ,TheSled,2020,October,1998.15,1
  E70165 ,ChristmasPineTree,2020,October,2595.15,3
